Location,Year,Company Type,Number of Companies,Productivity
Ferreira do Alentejo,2017,"Agriculture, farming, hunting, forestry and fishing",409,21879.8
Mértola,2017,"Agriculture, farming, hunting, forestry and fishing",233,3712.6
Moura,2017,"Agriculture, farming, hunting, forestry and fishing",779,8345.3
Ourique,2017,"Agriculture, farming, hunting, forestry and fishing",255,3475.7
Serpa,2017,"Agriculture, farming, hunting, forestry and fishing",763,8843.5
Vidigueira,2017,"Agriculture, farming, hunting, forestry and fishing",247,14375.2
Lezíria do Tejo,2017,"Agriculture, farming, hunting, forestry and fishing",4035,12708.1
Almeirim,2017,"Agriculture, farming, hunting, forestry and fishing",811,11060.5
Alpiarça,2017,"Agriculture, farming, hunting, forestry and fishing",239,12222.6
Azambuja,2017,"Agriculture, farming, hunting, forestry and fishing",293,11136.2
Benavente,2017,"Agriculture, farming, hunting, forestry and fishing",234,7246.4
Cartaxo,2017,"Agriculture, farming, hunting, forestry and fishing",284,12681.4
Chamusca,2017,"Agriculture, farming, hunting, forestry and fishing",262,14783.4
Coruche,2017,"Agriculture, farming, hunting, forestry and fishing",525,13131.9
Golegã,2017,"Agriculture, farming, hunting, forestry and fishing",155,13206.4
Rio Maior,2017,"Agriculture, farming, hunting, forestry and fishing",359,15199.8
Salvaterra de Magos,2017,"Agriculture, farming, hunting, forestry and fishing",263,9951
Santarém,2017,"Agriculture, farming, hunting, forestry and fishing",610,17009.8
Alto Alentejo,2017,"Agriculture, farming, hunting, forestry and fishing",3361,7326.3
Alter do Chão,2017,"Agriculture, farming, hunting, forestry and fishing",121,9355.3
Arronches,2017,"Agriculture, farming, hunting, forestry and fishing",142,5874.7
Avis,2017,"Agriculture, farming, hunting, forestry and fishing",159,12936.3
Campo Maior,2017,"Agriculture, farming, hunting, forestry and fishing",221,6142.8
Castelo de Vide,2017,"Agriculture, farming, hunting, forestry and fishing",104,3444.2
Crato,2017,"Agriculture, farming, hunting, forestry and fishing",113,-
Elvas,2017,"Agriculture, farming, hunting, forestry and fishing",499,6633.8
Fronteira,2017,"Agriculture, farming, hunting, forestry and fishing",162,16033.5
Gavião,2017,"Agriculture, farming, hunting, forestry and fishing",66,-
Marvão,2017,"Agriculture, farming, hunting, forestry and fishing",159,2713.6
Monforte,2017,"Agriculture, farming, hunting, forestry and fishing",101,7634.3
Nisa,2017,"Agriculture, farming, hunting, forestry and fishing",206,5562.8
Ponte de Sor,2017,"Agriculture, farming, hunting, forestry and fishing",464,9000.4
Portalegre,2017,"Agriculture, farming, hunting, forestry and fishing",607,5135
Sousel,2017,"Agriculture, farming, hunting, forestry and fishing",237,7400
Alentejo Central,2017,"Agriculture, farming, hunting, forestry and fishing",4485,9537.1
Alandroal,2017,"Agriculture, farming, hunting, forestry and fishing",205,4429.3
Arraiolos,2017,"Agriculture, farming, hunting, forestry and fishing",198,13942.8
Borba,2017,"Agriculture, farming, hunting, forestry and fishing",210,9587.6
Estremoz,2017,"Agriculture, farming, hunting, forestry and fishing",481,7440.5
Évora,2017,"Agriculture, farming, hunting, forestry and fishing",877,10636.3
Montemor-o-Novo,2017,"Agriculture, farming, hunting, forestry and fishing",543,9935.9
Mora,2017,"Agriculture, farming, hunting, forestry and fishing",139,5670.4
Mourão,2017,"Agriculture, farming, hunting, forestry and fishing",118,3944.5
Portel,2017,"Agriculture, farming, hunting, forestry and fishing",372,6344.4
Redondo,2017,"Agriculture, farming, hunting, forestry and fishing",352,10201.9
Reguengos de Monsaraz,2017,"Agriculture, farming, hunting, forestry and fishing",441,13467.2
Vendas Novas,2017,"Agriculture, farming, hunting, forestry and fishing",230,11111.2
Viana do Alentejo,2017,"Agriculture, farming, hunting, forestry and fishing",211,12083.8
Vila Viçosa,2017,"Agriculture, farming, hunting, forestry and fishing",108,3638.7
Algarve,2017,"Agriculture, farming, hunting, forestry and fishing",6483,10522.8
Algarve,2017,"Agriculture, farming, hunting, forestry and fishing",6483,10522.8
Albufeira,2017,"Agriculture, farming, hunting, forestry and fishing",361,9628.6
Alcoutim,2017,"Agriculture, farming, hunting, forestry and fishing",114,5602.2
Aljezur,2017,"Agriculture, farming, hunting, forestry and fishing",158,11069.9
Castro Marim,2017,"Agriculture, farming, hunting, forestry and fishing",91,4732.4
Faro,2017,"Agriculture, farming, hunting, forestry and fishing",822,12428.9
Lagoa,2017,"Agriculture, farming, hunting, forestry and fishing",116,19522.8
Lagos,2017,"Agriculture, farming, hunting, forestry and fishing",198,13714.8
Loulé,2017,"Agriculture, farming, hunting, forestry and fishing",1250,6327.3
Monchique,2017,"Agriculture, farming, hunting, forestry and fishing",175,9817.2
Olhão,2017,"Agriculture, farming, hunting, forestry and fishing",735,11875.3
Portimão,2017,"Agriculture, farming, hunting, forestry and fishing",309,8045.3
São Brás de Alportel,2017,"Agriculture, farming, hunting, forestry and fishing",230,3079
Silves,2017,"Agriculture, farming, hunting, forestry and fishing",883,10332.5
Tavira,2017,"Agriculture, farming, hunting, forestry and fishing",740,10563.4
Vila do Bispo,2017,"Agriculture, farming, hunting, forestry and fishing",113,13026.2
Vila Real de Santo António,2017,"Agriculture, farming, hunting, forestry and fishing",188,16017.6
Continente,2017,Mining and quarrying,1028,49232.8
Norte,2017,Mining and quarrying,324,18313.2
Alto Minho,2017,Mining and quarrying,49,-
Arcos de Valdevez,2017,Mining and quarrying,1,-
Caminha,2017,Mining and quarrying,1,-
Melgaço,2017,Mining and quarrying,0,-
Monção,2017,Mining and quarrying,10,48960.5
Paredes de Coura,2017,Mining and quarrying,0,-
Ponte da Barca,2017,Mining and quarrying,2,-
Ponte de Lima,2017,Mining and quarrying,13,17749.5
Valença,2017,Mining and quarrying,14,19720.9
Viana do Castelo,2017,Mining and quarrying,6,25648.2
Vila Nova de Cerveira,2017,Mining and quarrying,2,-
Cávado,2017,Mining and quarrying,37,-
Amares,2017,Mining and quarrying,1,-
Barcelos,2017,Mining and quarrying,6,20664.7
Braga,2017,Mining and quarrying,18,5105.2
Esposende,2017,Mining and quarrying,6,29883.4
Terras de Bouro,2017,Mining and quarrying,0,-
Vila Verde,2017,Mining and quarrying,6,22518.1
Ave,2017,Mining and quarrying,38,-
Cabeceiras de Basto,2017,Mining and quarrying,2,-
Fafe,2017,Mining and quarrying,2,-
Guimarães,2017,Mining and quarrying,12,18844.8
Mondim de Basto,2017,Mining and quarrying,11,11317.5
Póvoa de Lanhoso,2017,Mining and quarrying,4,24439.1
Vieira do Minho,2017,Mining and quarrying,1,-
Vila Nova de Famalicão,2017,Mining and quarrying,6,11385.1
Vizela,2017,Mining and quarrying,0,-
Área Metropolitana do Porto,2017,Mining and quarrying,44,-
Arouca,2017,Mining and quarrying,8,10083.5
Espinho,2017,Mining and quarrying,0,-
Gondomar,2017,Mining and quarrying,1,-
Maia,2017,Mining and quarrying,3,-64013.7
Matosinhos,2017,Mining and quarrying,3,-
Oliveira de Azeméis,2017,Mining and quarrying,4,20807.1
Paredes,2017,Mining and quarrying,1,-
Porto,2017,Mining and quarrying,6,15133.8
Póvoa de Varzim,2017,Mining and quarrying,2,-
Santa Maria da Feira,2017,Mining and quarrying,2,-
Santo Tirso,2017,Mining and quarrying,2,-
São João da Madeira,2017,Mining and quarrying,0,-
Trofa,2017,Mining and quarrying,1,-
Vale de Cambra,2017,Mining and quarrying,1,-
Valongo,2017,Mining and quarrying,5,27489
Vila do Conde,2017,Mining and quarrying,1,-
Vila Nova de Gaia,2017,Mining and quarrying,4,24057.7
Alto Tâmega,2017,Mining and quarrying,41,-
Boticas,2017,Mining and quarrying,2,-
Chaves,2017,Mining and quarrying,8,23072.2
Montalegre,2017,Mining and quarrying,3,-2765.2
Ribeira de Pena,2017,Mining and quarrying,0,-
Valpaços,2017,Mining and quarrying,4,3666
Vila Pouca de Aguiar,2017,Mining and quarrying,24,16203
Tâmega e Sousa,2017,Mining and quarrying,63,-
Amarante,2017,Mining and quarrying,3,11311
Baião,2017,Mining and quarrying,0,-
Castelo de Paiva,2017,Mining and quarrying,1,-
Celorico de Basto,2017,Mining and quarrying,0,-
Cinfães,2017,Mining and quarrying,0,-
Felgueiras,2017,Mining and quarrying,1,-
Lousada,2017,Mining and quarrying,0,-
Marco de Canaveses,2017,Mining and quarrying,30,19618.2
Paços de Ferreira,2017,Mining and quarrying,8,13381.2
Penafiel,2017,Mining and quarrying,20,-
Resende,2017,Mining and quarrying,0,-
Douro,2017,Mining and quarrying,36,-
Alijó,2017,Mining and quarrying,0,-
Armamar,2017,Mining and quarrying,2,-
Carrazeda de Ansiães,2017,Mining and quarrying,0,-
Freixo de Espada à Cinta,2017,Mining and quarrying,0,-
Lamego,2017,Mining and quarrying,0,-
Mesão Frio,2017,Mining and quarrying,0,-
Moimenta da Beira,2017,Mining and quarrying,0,-
Murça,2017,Mining and quarrying,1,-
Penedono,2017,Mining and quarrying,3,-
Peso da Régua,2017,Mining and quarrying,0,-
Sabrosa,2017,Mining and quarrying,3,10062.2
Santa Marta de Penaguião,2017,Mining and quarrying,0,-
São João da Pesqueira,2017,Mining and quarrying,3,42959.1
Sernancelhe,2017,Mining and quarrying,5,24386.7
Tabuaço,2017,Mining and quarrying,1,-
Tarouca,2017,Mining and quarrying,1,-
Torre de Moncorvo,2017,Mining and quarrying,2,-
Vila Nova de Foz Côa,2017,Mining and quarrying,7,42667.1
Vila Real,2017,Mining and quarrying,8,21385.4
Terras de Trás-os-Montes,2017,Mining and quarrying,16,-
Alfândega da Fé,2017,Mining and quarrying,0,-
Bragança,2017,Mining and quarrying,4,-
Macedo de Cavaleiros,2017,Mining and quarrying,2,-
Miranda do Douro,2017,Mining and quarrying,2,-
Mirandela,2017,Mining and quarrying,2,-
Mogadouro,2017,Mining and quarrying,1,-
Vila Flor,2017,Mining and quarrying,1,-
Vimioso,2017,Mining and quarrying,0,-
Vinhais,2017,Mining and quarrying,4,-
Centro,2017,Mining and quarrying,392,31149.8
Oeste,2017,Mining and quarrying,69,-
Alcobaça,2017,Mining and quarrying,36,34745.5
Alenquer,2017,Mining and quarrying,12,16983.7
Arruda dos Vinhos,2017,Mining and quarrying,0,-
Bombarral,2017,Mining and quarrying,0,-
Cadaval,2017,Mining and quarrying,7,20053.9
Caldas da Rainha,2017,Mining and quarrying,3,47125.1
Lourinhã,2017,Mining and quarrying,5,29171.1
Nazaré,2017,Mining and quarrying,1,-
Óbidos,2017,Mining and quarrying,0,-
Peniche,2017,Mining and quarrying,2,-
Sobral de Monte Agraço,2017,Mining and quarrying,0,-
Torres Vedras,2017,Mining and quarrying,3,-7037.3
Região de Aveiro,2017,Mining and quarrying,39,-
Águeda,2017,Mining and quarrying,10,27082.1
Albergaria-a-Velha,2017,Mining and quarrying,1,-
Anadia,2017,Mining and quarrying,2,-
Aveiro,2017,Mining and quarrying,6,7881.8
Estarreja,2017,Mining and quarrying,0,-
Ílhavo,2017,Mining and quarrying,6,38673.2
Murtosa,2017,Mining and quarrying,0,-
Oliveira do Bairro,2017,Mining and quarrying,2,-
Ovar,2017,Mining and quarrying,2,-
Sever do Vouga,2017,Mining and quarrying,5,1362
Vagos,2017,Mining and quarrying,5,21582.8
Região de Coimbra,2017,Mining and quarrying,57,-
Arganil,2017,Mining and quarrying,1,-
Cantanhede,2017,Mining and quarrying,8,25781.9
Coimbra,2017,Mining and quarrying,4,28526.2
Condeixa-a-Nova,2017,Mining and quarrying,6,32637
Figueira da Foz,2017,Mining and quarrying,26,11720.8
Góis,2017,Mining and quarrying,0,-
Lousã,2017,Mining and quarrying,1,-
Mealhada,2017,Mining and quarrying,0,-
Mira,2017,Mining and quarrying,0,-
Miranda do Corvo,2017,Mining and quarrying,1,-
Montemor-o-Velho,2017,Mining and quarrying,1,-
Mortágua,2017,Mining and quarrying,0,-
Oliveira do Hospital,2017,Mining and quarrying,3,23712.2
Pampilhosa da Serra,2017,Mining and quarrying,0,-
Penacova,2017,Mining and quarrying,0,-
Penela,2017,Mining and quarrying,0,-
Soure,2017,Mining and quarrying,4,15915.8
Tábua,2017,Mining and quarrying,2,-
Vila Nova de Poiares,2017,Mining and quarrying,0,-
Região de Leiria,2017,Mining and quarrying,142,-
Alvaiázere,2017,Mining and quarrying,1,-
Ansião,2017,Mining and quarrying,9,11152.1
Batalha,2017,Mining and quarrying,15,18537.3
Castanheira de Pêra,2017,Mining and quarrying,0,-
Figueiró dos Vinhos,2017,Mining and quarrying,0,-
Leiria,2017,Mining and quarrying,17,43992.6
Marinha Grande,2017,Mining and quarrying,1,-
Pedrógão Grande,2017,Mining and quarrying,0,-
Pombal,2017,Mining and quarrying,15,50276.3
Porto de Mós,2017,Mining and quarrying,84,30552.7
Viseu Dão Lafões,2017,Mining and quarrying,35,-
Aguiar da Beira,2017,Mining and quarrying,4,12819.1
Carregal do Sal,2017,Mining and quarrying,1,-
Castro Daire,2017,Mining and quarrying,8,9851.5
Mangualde,2017,Mining and quarrying,5,25074.2
Nelas,2017,Mining and quarrying,0,-
Oliveira de Frades,2017,Mining and quarrying,2,-
Penalva do Castelo,2017,Mining and quarrying,3,42299.3
Santa Comba Dão,2017,Mining and quarrying,0,-
São Pedro do Sul,2017,Mining and quarrying,1,-
Sátão,2017,Mining and quarrying,1,-
Tondela,2017,Mining and quarrying,5,10260.8
Vila Nova de Paiva,2017,Mining and quarrying,0,-
Viseu,2017,Mining and quarrying,5,26625.9
Vouzela,2017,Mining and quarrying,0,-
Beira Baixa,2017,Mining and quarrying,3,-
Castelo Branco,2017,Mining and quarrying,3,-
Idanha-a-Nova,2017,Mining and quarrying,0,-
Oleiros,2017,Mining and quarrying,0,-
Penamacor,2017,Mining and quarrying,0,-
Proença-a-Nova,2017,Mining and quarrying,0,-
Vila Velha de Ródão,2017,Mining and quarrying,0,-
Médio Tejo,2017,Mining and quarrying,12,-
Abrantes,2017,Mining and quarrying,0,-
Alcanena,2017,Mining and quarrying,0,-
Constância,2017,Mining and quarrying,2,-
Entroncamento,2017,Mining and quarrying,0,-
Ferreira do Zêzere,2017,Mining and quarrying,0,-
Mação,2017,Mining and quarrying,0,-
Ourém,2017,Mining and quarrying,7,38557.5
Sardoal,2017,Mining and quarrying,0,-
Sertã,2017,Mining and quarrying,0,-
Tomar,2017,Mining and quarrying,3,11300.8
Torres Novas,2017,Mining and quarrying,0,-
Vila de Rei,2017,Mining and quarrying,0,-
Vila Nova da Barquinha,2017,Mining and quarrying,0,-
Beiras e Serra da Estrela,2017,Mining and quarrying,35,-
Almeida,2017,Mining and quarrying,2,-
Belmonte,2017,Mining and quarrying,0,-
Celorico da Beira,2017,Mining and quarrying,1,-
Covilhã,2017,Mining and quarrying,4,28357.2
Figueira de Castelo Rodrigo,2017,Mining and quarrying,0,-
Fornos de Algodres,2017,Mining and quarrying,0,-
Fundão,2017,Mining and quarrying,1,-
Gouveia,2017,Mining and quarrying,2,-
Guarda,2017,Mining and quarrying,4,18065.5
Manteigas,2017,Mining and quarrying,0,-
Mêda,2017,Mining and quarrying,1,-
Pinhel,2017,Mining and quarrying,15,24091.5
Sabugal,2017,Mining and quarrying,1,-
Seia,2017,Mining and quarrying,2,-
Trancoso,2017,Mining and quarrying,2,-
Área Metropolitana de Lisboa,2017,Mining and quarrying,89,29227.5
Área Metropolitana de Lisboa,2017,Mining and quarrying,89,29227.5
Alcochete,2017,Mining and quarrying,0,-
Almada,2017,Mining and quarrying,4,16134.1
Amadora,2017,Mining and quarrying,1,-
Barreiro,2017,Mining and quarrying,3,27777.3
Cascais,2017,Mining and quarrying,3,-
Lisboa,2017,Mining and quarrying,33,27664.7
Loures,2017,Mining and quarrying,2,-
Mafra,2017,Mining and quarrying,4,21532.6
Moita,2017,Mining and quarrying,0,-
Montijo,2017,Mining and quarrying,1,-
Odivelas,2017,Mining and quarrying,0,-
Oeiras,2017,Mining and quarrying,3,2966.3
Palmela,2017,Mining and quarrying,0,-
Seixal,2017,Mining and quarrying,2,-
Sesimbra,2017,Mining and quarrying,5,26236.3
Setúbal,2017,Mining and quarrying,2,-
Sintra,2017,Mining and quarrying,26,18457.4
Vila Franca de Xira,2017,Mining and quarrying,0,-
Alentejo,2017,Mining and quarrying,187,107705.5
Alentejo Litoral,2017,Mining and quarrying,10,-
Alcácer do Sal,2017,Mining and quarrying,1,-
Grândola,2017,Mining and quarrying,4,19685.2
Odemira,2017,Mining and quarrying,0,-
Santiago do Cacém,2017,Mining and quarrying,4,-
Sines,2017,Mining and quarrying,1,-
Baixo Alentejo,2017,Mining and quarrying,6,-
Aljustrel,2017,Mining and quarrying,2,-
Almodôvar,2017,Mining and quarrying,0,-
Alvito,2017,Mining and quarrying,0,-
Barrancos,2017,Mining and quarrying,0,-
Beja,2017,Mining and quarrying,1,-
Castro Verde,2017,Mining and quarrying,1,-
Cuba,2017,Mining and quarrying,0,-
Ferreira do Alentejo,2017,Mining and quarrying,0,-
Mértola,2017,Mining and quarrying,0,-
Moura,2017,Mining and quarrying,2,-
Ourique,2017,Mining and quarrying,0,-
Serpa,2017,Mining and quarrying,0,-
Vidigueira,2017,Mining and quarrying,0,-
Lezíria do Tejo,2017,Mining and quarrying,109,49627.3
Almeirim,2017,Mining and quarrying,1,-
Alpiarça,2017,Mining and quarrying,0,-
Azambuja,2017,Mining and quarrying,0,-
Benavente,2017,Mining and quarrying,0,-
Cartaxo,2017,Mining and quarrying,0,-
Chamusca,2017,Mining and quarrying,3,-
Coruche,2017,Mining and quarrying,5,8290.5
Golegã,2017,Mining and quarrying,0,-
Rio Maior,2017,Mining and quarrying,51,49226.4
Salvaterra de Magos,2017,Mining and quarrying,1,-
Santarém,2017,Mining and quarrying,48,53224.7
Alto Alentejo,2017,Mining and quarrying,10,-
Alter do Chão,2017,Mining and quarrying,0,-
Arronches,2017,Mining and quarrying,0,-
Avis,2017,Mining and quarrying,0,-
Campo Maior,2017,Mining and quarrying,0,-
Castelo de Vide,2017,Mining and quarrying,0,-
Crato,2017,Mining and quarrying,3,5191.3
Elvas,2017,Mining and quarrying,3,10360.7
Fronteira,2017,Mining and quarrying,0,-
Gavião,2017,Mining and quarrying,0,-
Marvão,2017,Mining and quarrying,0,-
Monforte,2017,Mining and quarrying,0,-
Nisa,2017,Mining and quarrying,1,-
Ponte de Sor,2017,Mining and quarrying,1,-
Portalegre,2017,Mining and quarrying,1,-
Sousel,2017,Mining and quarrying,1,-
Alentejo Central,2017,Mining and quarrying,52,21133.5
Alandroal,2017,Mining and quarrying,1,-
Arraiolos,2017,Mining and quarrying,4,12628.5
Borba,2017,Mining and quarrying,7,27253.5
Estremoz,2017,Mining and quarrying,5,-
Évora,2017,Mining and quarrying,4,-3641.4
Montemor-o-Novo,2017,Mining and quarrying,0,-
Mora,2017,Mining and quarrying,0,-
Mourão,2017,Mining and quarrying,0,-
Portel,2017,Mining and quarrying,0,-
Redondo,2017,Mining and quarrying,1,-
Reguengos de Monsaraz,2017,Mining and quarrying,0,-
Vendas Novas,2017,Mining and quarrying,0,-
Viana do Alentejo,2017,Mining and quarrying,0,-
Vila Viçosa,2017,Mining and quarrying,30,20975.9
Algarve,2017,Mining and quarrying,36,25068.7
Algarve,2017,Mining and quarrying,36,25068.7
Albufeira,2017,Mining and quarrying,0,-
Alcoutim,2017,Mining and quarrying,0,-
Aljezur,2017,Mining and quarrying,1,-
Castro Marim,2017,Mining and quarrying,7,13017.3
Faro,2017,Mining and quarrying,3,19240.5
Lagoa,2017,Mining and quarrying,3,68938.3
Lagos,2017,Mining and quarrying,0,-
Loulé,2017,Mining and quarrying,6,22305.5
Monchique,2017,Mining and quarrying,2,-
Olhão,2017,Mining and quarrying,5,25496.1
Portimão,2017,Mining and quarrying,2,-
São Brás de Alportel,2017,Mining and quarrying,2,-
Silves,2017,Mining and quarrying,0,-
Tavira,2017,Mining and quarrying,5,19366.1
Vila do Bispo,2017,Mining and quarrying,0,-
Vila Real de Santo António,2017,Mining and quarrying,0,-
Continente,2017,Manufacturing,65831,30858.6
Norte,2017,Manufacturing,33223,25336.5
Alto Minho,2017,Manufacturing,1697,33621.9
Arcos de Valdevez,2017,Manufacturing,119,32304.9
Caminha,2017,Manufacturing,97,11942.5
Melgaço,2017,Manufacturing,63,22801.1
Monção,2017,Manufacturing,138,19489.9
Paredes de Coura,2017,Manufacturing,51,47618.7
Ponte da Barca,2017,Manufacturing,46,10737.1
Ponte de Lima,2017,Manufacturing,279,17936
Valença,2017,Manufacturing,95,22868.8
Viana do Castelo,2017,Manufacturing,730,45812.8
Vila Nova de Cerveira,2017,Manufacturing,79,29528
Cávado,2017,Manufacturing,4657,22447.6
Amares,2017,Manufacturing,127,25033.9
Barcelos,2017,Manufacturing,2562,19972.9
Braga,2017,Manufacturing,1194,27132.5
Esposende,2017,Manufacturing,379,24356.7
Terras de Bouro,2017,Manufacturing,13,42598
Vila Verde,2017,Manufacturing,382,15028
Ave,2017,Manufacturing,5335,25451.4
Cabeceiras de Basto,2017,Manufacturing,83,11092.5
Fafe,2017,Manufacturing,754,16818.5
Guimarães,2017,Manufacturing,2217,20012.4
Mondim de Basto,2017,Manufacturing,37,13916.5
Póvoa de Lanhoso,2017,Manufacturing,220,18188.2
Vieira do Minho,2017,Manufacturing,43,14908.8
Vila Nova de Famalicão,2017,Manufacturing,1581,38287.7
Vizela,2017,Manufacturing,400,16213.3
Área Metropolitana do Porto,2017,Manufacturing,14483,28355.7
Arouca,2017,Manufacturing,255,22190.3
Espinho,2017,Manufacturing,189,20610.9
Gondomar,2017,Manufacturing,1246,21177.5
Maia,2017,Manufacturing,903,36298.3
Matosinhos,2017,Manufacturing,738,36111.3
Oliveira de Azeméis,2017,Manufacturing,1214,28296.3
Paredes,2017,Manufacturing,1222,18603.8
Porto,2017,Manufacturing,1132,30654.3
Póvoa de Varzim,2017,Manufacturing,465,17546.9
Santa Maria da Feira,2017,Manufacturing,1998,28180.7
Santo Tirso,2017,Manufacturing,883,21743.5
São João da Madeira,2017,Manufacturing,321,27645.2
Trofa,2017,Manufacturing,580,36784.2
Vale de Cambra,2017,Manufacturing,344,31483.9
Valongo,2017,Manufacturing,696,21671.2
Vila do Conde,2017,Manufacturing,583,25718.6
Vila Nova de Gaia,2017,Manufacturing,1714,32694.9
Alto Tâmega,2017,Manufacturing,481,24924.4
Boticas,2017,Manufacturing,29,15787.5
Chaves,2017,Manufacturing,213,15786.9
Montalegre,2017,Manufacturing,56,11111.5
Ribeira de Pena,2017,Manufacturing,32,16098.8
Valpaços,2017,Manufacturing,89,18839
Vila Pouca de Aguiar,2017,Manufacturing,62,49292.5
Tâmega e Sousa,2017,Manufacturing,5005,16143.7
Amarante,2017,Manufacturing,397,14318.3
Baião,2017,Manufacturing,76,13808
Castelo de Paiva,2017,Manufacturing,110,15458.6
Celorico de Basto,2017,Manufacturing,122,13521.6
Cinfães,2017,Manufacturing,72,13745.7
Felgueiras,2017,Manufacturing,1478,17277.9
Lousada,2017,Manufacturing,641,12587.6
Marco de Canaveses,2017,Manufacturing,395,15888.6
Paços de Ferreira,2017,Manufacturing,1209,17281.9
Penafiel,2017,Manufacturing,466,17048.6
Resende,2017,Manufacturing,39,17410.4
Douro,2017,Manufacturing,979,24316.6
Alijó,2017,Manufacturing,88,22764.4
Armamar,2017,Manufacturing,29,22750.3
Carrazeda de Ansiães,2017,Manufacturing,49,14228.5
Freixo de Espada à Cinta,2017,Manufacturing,19,29066.2
Lamego,2017,Manufacturing,112,26410.9
Mesão Frio,2017,Manufacturing,13,17098.4
Moimenta da Beira,2017,Manufacturing,52,28463.5
Murça,2017,Manufacturing,30,19881.1
Penedono,2017,Manufacturing,17,11111.3
Peso da Régua,2017,Manufacturing,89,25151.3
Sabrosa,2017,Manufacturing,35,32691.3
Santa Marta de Penaguião,2017,Manufacturing,27,23528.1
São João da Pesqueira,2017,Manufacturing,39,45584.7
Sernancelhe,2017,Manufacturing,42,20123
Tabuaço,2017,Manufacturing,24,6418
Tarouca,2017,Manufacturing,24,22282
Torre de Moncorvo,2017,Manufacturing,35,19974.4
Vila Nova de Foz Côa,2017,Manufacturing,52,29029.2
Vila Real,2017,Manufacturing,203,21364.2
Terras de Trás-os-Montes,2017,Manufacturing,586,31880.9
Alfândega da Fé,2017,Manufacturing,23,16439.3
Bragança,2017,Manufacturing,135,49337.8
Macedo de Cavaleiros,2017,Manufacturing,72,13637.6
Miranda do Douro,2017,Manufacturing,51,24236.6
Mirandela,2017,Manufacturing,130,17314.6
Mogadouro,2017,Manufacturing,50,13383.9
Vila Flor,2017,Manufacturing,39,19859.8
Vimioso,2017,Manufacturing,42,15177.5
Vinhais,2017,Manufacturing,44,12437.2
Centro,2017,Manufacturing,16668,30988.8
Oeste,2017,Manufacturing,2556,-
Alcobaça,2017,Manufacturing,663,22492.1
Alenquer,2017,Manufacturing,275,35304.2
Arruda dos Vinhos,2017,Manufacturing,106,20548.2
Bombarral,2017,Manufacturing,82,-
Cadaval,2017,Manufacturing,50,20022.4
Caldas da Rainha,2017,Manufacturing,336,24212.3
Lourinhã,2017,Manufacturing,129,22623.7
Nazaré,2017,Manufacturing,76,17969
Óbidos,2017,Manufacturing,96,25830.3
Peniche,2017,Manufacturing,138,22224.4
Sobral de Monte Agraço,2017,Manufacturing,91,18287
Torres Vedras,2017,Manufacturing,514,26352.8
Região de Aveiro,2017,Manufacturing,3660,-
Águeda,2017,Manufacturing,747,27297.7
Albergaria-a-Velha,2017,Manufacturing,277,35237.2
Anadia,2017,Manufacturing,384,27937.5
Aveiro,2017,Manufacturing,584,38379.5
Estarreja,2017,Manufacturing,193,72686.5
Ílhavo,2017,Manufacturing,308,29981.4
Murtosa,2017,Manufacturing,40,-
Oliveira do Bairro,2017,Manufacturing,332,28221.5
Ovar,2017,Manufacturing,459,31710.6
Sever do Vouga,2017,Manufacturing,155,24533
Vagos,2017,Manufacturing,181,30941.3
Região de Coimbra,2017,Manufacturing,2566,-
Arganil,2017,Manufacturing,79,18463.1
Cantanhede,2017,Manufacturing,305,34590.8
Coimbra,2017,Manufacturing,584,21963.1
Condeixa-a-Nova,2017,Manufacturing,87,21939.5
Figueira da Foz,2017,Manufacturing,296,87207.7
Góis,2017,Manufacturing,29,16092.1
Lousã,2017,Manufacturing,91,33897.1
Mealhada,2017,Manufacturing,205,29505.4
Mira,2017,Manufacturing,75,22493.4
Miranda do Corvo,2017,Manufacturing,66,-
Montemor-o-Velho,2017,Manufacturing,133,20539.5
Mortágua,2017,Manufacturing,78,26121.3
Oliveira do Hospital,2017,Manufacturing,179,16324.6
Pampilhosa da Serra,2017,Manufacturing,15,12559.4
Penacova,2017,Manufacturing,74,36853.5
Penela,2017,Manufacturing,40,29993.7
Soure,2017,Manufacturing,101,27972.4
Tábua,2017,Manufacturing,92,17958.2
Vila Nova de Poiares,2017,Manufacturing,37,22827.3
Região de Leiria,2017,Manufacturing,3106,-
Alvaiázere,2017,Manufacturing,59,12402.1
Ansião,2017,Manufacturing,91,35430.5
Batalha,2017,Manufacturing,195,24581.7
Castanheira de Pêra,2017,Manufacturing,23,17148.4
Figueiró dos Vinhos,2017,Manufacturing,34,-
Leiria,2017,Manufacturing,1351,31797.5
Marinha Grande,2017,Manufacturing,581,37261.5
Pedrógão Grande,2017,Manufacturing,30,12695.7
Pombal,2017,Manufacturing,438,29111.2
Porto de Mós,2017,Manufacturing,304,26846.4
Viseu Dão Lafões,2017,Manufacturing,1450,-
Aguiar da Beira,2017,Manufacturing,41,26585.1
Carregal do Sal,2017,Manufacturing,81,23046
Castro Daire,2017,Manufacturing,66,15792.2
Mangualde,2017,Manufacturing,116,33710.9
Nelas,2017,Manufacturing,76,36465.3
Oliveira de Frades,2017,Manufacturing,80,34125.7
Penalva do Castelo,2017,Manufacturing,29,18166.7
Santa Comba Dão,2017,Manufacturing,71,16953.8
São Pedro do Sul,2017,Manufacturing,87,19810.6
